"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0,0.215686274509804,0.333333333333333,0.211538461538462,0.368421052631579,0.186440677966102
"1",0.5,0.137254901960784,0.333333333333333,0.153846153846154,0.157894736842105,0.220338983050847
"2",0.5,0.392156862745098,0,0.240384615384615,0.157894736842105,0.203389830508475
"3",0,0.117647058823529,0.333333333333333,0.182692307692308,0.157894736842105,0.169491525423729
"4",0,0.0980392156862745,0,0.115384615384615,0.105263157894737,0.0847457627118644
"5",0,0,0,0.0769230769230769,0,0.0508474576271186
"6",0,0.0196078431372549,0,0.00961538461538462,0,0.0508474576271186
"7",0,0,0,0,0,0.0169491525423729
"8",0,0.0196078431372549,0,0.00961538461538462,0.0526315789473684,0
"9",0,0,0,0,0,0.0169491525423729
