"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"",0,0.0196078431372549,0,0.0673076923076923,0.105263157894737,0.271186440677966
"no",0.25,0.294117647058824,0.333333333333333,0.288461538461538,0.315789473684211,0.203389830508475
"yes",0.75,0.686274509803922,0.666666666666667,0.644230769230769,0.578947368421053,0.525423728813559
