"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"0",0.5,0.392156862745098,1,0.432692307692308,0.526315789473684,0.389830508474576
"1",0.25,0.431372549019608,0,0.317307692307692,0.315789473684211,0.423728813559322
"2",0.25,0.137254901960784,0,0.163461538461538,0.105263157894737,0.169491525423729
"3",0,0.0196078431372549,0,0.0673076923076923,0.0526315789473684,0.0169491525423729
"4",0,0.0196078431372549,0,0.0192307692307692,0,0
