"","bweyale_tc","kigumba","kigumba_tc","kiryandongo","kiryandongo_tc","mutunda"
"good",0.25,0.647058823529412,0,0.673076923076923,0.315789473684211,0.542372881355932
"okay",0.5,0.235294117647059,1,0.163461538461538,0.631578947368421,0.186440677966102
"poor",0.25,0.0196078431372549,0,0.0480769230769231,0.0526315789473684,0.0508474576271186
"very_good",0,0.0980392156862745,0,0.0961538461538462,0,0.186440677966102
"very_poor",0,0,0,0.0192307692307692,0,0.0338983050847458
