"","kiryandongo"
"869",0.00416666666666667
"870",0.00416666666666667
"871",0.00416666666666667
"872",0.00416666666666667
"873",0.00416666666666667
"874",0.00416666666666667
"875",0.00416666666666667
"876",0.00416666666666667
"877",0.00416666666666667
"878",0.00416666666666667
"879",0.00416666666666667
"880",0.00416666666666667
"881",0.00416666666666667
"882",0.00416666666666667
"883",0.00416666666666667
"884",0.00416666666666667
"885",0.00416666666666667
"886",0.00416666666666667
"887",0.00416666666666667
"888",0.00416666666666667
"889",0.00416666666666667
"890",0.00416666666666667
"891",0.00416666666666667
"892",0.00416666666666667
"1057",0.00416666666666667
"1058",0.00416666666666667
"1059",0.00416666666666667
"1060",0.00416666666666667
"1061",0.00416666666666667
"1062",0.00416666666666667
"1063",0.00416666666666667
"1064",0.00416666666666667
"1065",0.00416666666666667
"1066",0.00416666666666667
"1067",0.00416666666666667
"1068",0.00416666666666667
"1069",0.00416666666666667
"1070",0.00416666666666667
"1071",0.00416666666666667
"1072",0.00416666666666667
"1073",0.00416666666666667
"1074",0.00416666666666667
"1075",0.00416666666666667
"1076",0.00416666666666667
"1077",0.00416666666666667
"1078",0.00416666666666667
"1079",0.00416666666666667
"1080",0.00416666666666667
"1081",0.00416666666666667
"1082",0.00416666666666667
"1083",0.00416666666666667
"1084",0.00416666666666667
"1085",0.00416666666666667
"1086",0.00416666666666667
"1153",0.00416666666666667
"1154",0.00416666666666667
"1155",0.00416666666666667
"1156",0.00416666666666667
"1157",0.00416666666666667
"1158",0.00416666666666667
"1159",0.00416666666666667
"1160",0.00416666666666667
"1161",0.00416666666666667
"1162",0.00416666666666667
"1163",0.00416666666666667
"1164",0.00416666666666667
"1165",0.00416666666666667
"1166",0.00416666666666667
"1167",0.00416666666666667
"1168",0.00416666666666667
"1169",0.00416666666666667
"1170",0.00416666666666667
"1171",0.00416666666666667
"1172",0.00416666666666667
"1173",0.00416666666666667
"1174",0.00416666666666667
"1175",0.00416666666666667
"1176",0.00416666666666667
"1177",0.00416666666666667
"1178",0.00416666666666667
"1179",0.00416666666666667
"1180",0.00416666666666667
"1181",0.00416666666666667
"1182",0.00416666666666667
"1315",0.00416666666666667
"1316",0.00416666666666667
"1317",0.00416666666666667
"1318",0.00416666666666667
"1319",0.00416666666666667
"1320",0.00416666666666667
"1321",0.00416666666666667
"1322",0.00416666666666667
"1323",0.00416666666666667
"1324",0.00416666666666667
"1325",0.00416666666666667
"1326",0.00416666666666667
"1327",0.00416666666666667
"1328",0.00416666666666667
"1329",0.00416666666666667
"1330",0.00416666666666667
"1331",0.00416666666666667
"1332",0.00416666666666667
"1333",0.00416666666666667
"1334",0.00416666666666667
"1335",0.00416666666666667
"1336",0.00416666666666667
"1337",0.00416666666666667
"1338",0.00416666666666667
"1339",0.00416666666666667
"1340",0.00416666666666667
"1341",0.00416666666666667
"1342",0.00416666666666667
"1343",0.00416666666666667
"1344",0.00416666666666667
"1435",0.00416666666666667
"1436",0.00416666666666667
"1437",0.00416666666666667
"1438",0.00416666666666667
"1439",0.00416666666666667
"1440",0.00416666666666667
"1441",0.00416666666666667
"1442",0.00416666666666667
"1443",0.00416666666666667
"1444",0.00416666666666667
"1445",0.00416666666666667
"1446",0.00416666666666667
"1447",0.00416666666666667
"1448",0.00416666666666667
"1449",0.00416666666666667
"1450",0.00416666666666667
"1451",0.00416666666666667
"1452",0.00416666666666667
"1453",0.00416666666666667
"1454",0.00416666666666667
"1455",0.00416666666666667
"1456",0.00416666666666667
"1457",0.00416666666666667
"1458",0.00416666666666667
"1459",0.00416666666666667
"1460",0.00416666666666667
"1461",0.00416666666666667
"1462",0.00416666666666667
"1463",0.00416666666666667
"1676",0.00416666666666667
"1677",0.00416666666666667
"1678",0.00416666666666667
"1679",0.00416666666666667
"1680",0.00416666666666667
"1681",0.00416666666666667
"1682",0.00416666666666667
"1683",0.00416666666666667
"1684",0.00416666666666667
"1685",0.00416666666666667
"1686",0.00416666666666667
"1687",0.00416666666666667
"1688",0.00416666666666667
"1689",0.00416666666666667
"1690",0.00416666666666667
"1691",0.00416666666666667
"1692",0.00416666666666667
"1693",0.00416666666666667
"1694",0.00416666666666667
"1695",0.00416666666666667
"1696",0.00416666666666667
"1697",0.00416666666666667
"1698",0.00416666666666667
"1699",0.00416666666666667
"1700",0.00416666666666667
"1701",0.00416666666666667
"1702",0.00416666666666667
"1703",0.00416666666666667
"1704",0.00416666666666667
"1705",0.00416666666666667
"1706",0.00416666666666667
"1821",0.00416666666666667
"1822",0.00416666666666667
"1823",0.00416666666666667
"1824",0.00416666666666667
"1825",0.00416666666666667
"1826",0.00416666666666667
"1827",0.00416666666666667
"1828",0.00416666666666667
"1829",0.00416666666666667
"1830",0.00416666666666667
"1831",0.00416666666666667
"1832",0.00416666666666667
"1833",0.00416666666666667
"1834",0.00416666666666667
"1835",0.00416666666666667
"1836",0.00416666666666667
"1837",0.00416666666666667
"1838",0.00416666666666667
"1839",0.00416666666666667
"1840",0.00416666666666667
"1841",0.00416666666666667
"1842",0.00416666666666667
"1843",0.00416666666666667
"1844",0.00416666666666667
"1845",0.00416666666666667
"1846",0.00416666666666667
"1847",0.00416666666666667
"1848",0.00416666666666667
"1849",0.00416666666666667
"1850",0.00416666666666667
"1851",0.00416666666666667
"1852",0.00416666666666667
"1853",0.00416666666666667
"1854",0.00416666666666667
"1855",0.00416666666666667
"1856",0.00416666666666667
"1964",0.00416666666666667
"1965",0.00416666666666667
"1966",0.00416666666666667
"1967",0.00416666666666667
"1968",0.00416666666666667
"1969",0.00416666666666667
