"","kiryandongo"
"1970",0.00416666666666667
"1971",0.00416666666666667
"1972",0.00416666666666667
"1973",0.00416666666666667
"1974",0.00416666666666667
"1975",0.00416666666666667
"1976",0.00416666666666667
"1977",0.00416666666666667
"1978",0.00416666666666667
"1979",0.00416666666666667
"1983",0.00416666666666667
"1984",0.00416666666666667
"1985",0.00416666666666667
"1986",0.00416666666666667
"1987",0.00416666666666667
"1988",0.00416666666666667
"1989",0.00416666666666667
"1990",0.00416666666666667
"1991",0.00416666666666667
"1992",0.00416666666666667
"1993",0.00416666666666667
"1994",0.00416666666666667
"2844",0.00416666666666667
"2849",0.00416666666666667
