"","kiryandongo"
"0",0.00833333333333333
"1",0.075
"2",0.154166666666667
"3",0.191666666666667
"4",0.170833333333333
"5",0.120833333333333
"6",0.0916666666666667
"7",0.0791666666666667
"8",0.0541666666666667
"9",0.0125
"10",0.0166666666666667
"11",0.00416666666666667
"12",0.00833333333333333
"13",0.00416666666666667
"14",0.00416666666666667
"21",0.00416666666666667
