"","kiryandongo"
"0",0.125
"1",0.266666666666667
"2",0.3125
"3",0.183333333333333
"4",0.0458333333333333
"5",0.0375
"6",0.0125
"8",0.00833333333333333
"9",0.00416666666666667
"13",0.00416666666666667
