"","kiryandongo"
"",0.966666666666667
"Ate food only when  it's there. ",0.00416666666666667
"Bay food from market",0.00416666666666667
"Depending on stored food",0.00416666666666667
"Food is enough",0.00833333333333333
"Go for lejaleja ",0.00416666666666667
"Relying  on  subsistence  production.",0.00416666666666667
"The food is enough",0.00416666666666667
