"","kiryandongo"
"borehole",0.808333333333333
"protected_spring",0.00416666666666667
"protected_well",0.0375
"public_tap",0.0166666666666667
"surface_water",0.0958333333333333
"unprotected_spring",0.00416666666666667
"unprotected_well",0.0333333333333333
