"","kiryandongo"
"",0.983333333333333
"Given to by  a friend ",0.00416666666666667
"Given to him by his dad",0.00416666666666667
"Renting. ",0.00416666666666667
"Uses the grandparents land for cultivation ",0.00416666666666667
