"","outside"
"kerosene",0.078125
"kerosene gas_cannister",0.00520833333333333
"kerosene stove_heater",0.0104166666666667
"kerosene stove_heater shelter_maintenance",0.00520833333333333
"N/A",0.4375
"winter_clothing kerosene",0.4375
"winter_clothing kerosene carpet_rug",0.015625
"winter_clothing kerosene stove_heater",0.0104166666666667
