"","refugee"
"block_building",0.00520833333333333
"collective_centre",0.00520833333333333
"collective_house",0.015625
"garage",0.00520833333333333
"hosted_relatives",0.00520833333333333
"independent_house",0.526041666666667
"N/A",0.4375
